id,kode_pohon,nama_lokal,nama_latin,Group,Icon,status_iucn,diameter,tinggi,unit_PS,jenis_lahan,nama_khas_wilayah,Latitude,Longitude,elevasi,jarak_permukiman,status_adopsi,nama_pengadopsi,masa_berlaku,nama_surveyor,waktu_survei,harga_adopsi,serapan_karbon,penyedia_bibit,metode_karbon,Image1,Image2,Image3,Image4,chart_link
1,RK0001PMD,Sendok sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Not Define,35,16,Hutan Desa Pemandang,mineral,Pembinaan,0.6930078,100.3488987,200.8,9.37,Belum,-,-,Habibi,28/09/2021 08:30,50000,1001.01,-,Chave et al (2014),media/1632792604205.jpg,media/1632792630754.jpg,media/1632792653846.jpg,media/1632792661166.jpg,
2,RK0145PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,72,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6927942,100.3486365,133.14,9.4,Belum,-,-,Oon Rexno,29/09/2021 08:26,200000,10940.21,-,Chave et al (2014),media/1632879047388.jpg,media/1632879056075.jpg,media/1632879062137.jpg,media/1632879067541.jpg,
3,RK0146PMD,Damar laut,Shorea spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,78,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6928317,100.34847,191.19,9.41,Belum,-,-,Satria,29/09/2021 08:30,200000,8280.42,-,Chave et al (2014),media/1632879692150.jpg,media/1632879698295.jpg,media/1632879704077.jpg,media/1632879767641.jpg,
4,RK0147PMD,Tempinis,Sloetia elongata,Pohon Dewasa,icon/mature_tree.svg,Not Define,54,12,Hutan Desa Pemandang,mineral,Pembinaan,0.6928417,100.3484533,217.81,9.41,Belum,-,-,Satria ,29/09/2021 08:34,200000,3763.19,-,Chave et al (2014),media/1632879946555.jpg,media/1632880057226.jpg,media/1632880062475.jpg,media/1632880076365.jpg,
5,RK0148PMD,Simesiek,Stemonurus scorpioides,Pohon Dewasa,icon/mature_tree.svg,Not Define,56,24,Hutan Desa Pemandang,mineral,Pembinaan,0.6927517,100.34839,190.54,9.42,Belum,-,-,Oon Rexno,29/09/2021 08:47,200000,1676.23,-,Chave et al (2014),media/1632880346191.jpg,media/1632880355912.jpg,media/1632880364524.jpg,media/1632880372774.jpg,
6,RK0149PMD,Singkawang,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,57,25,Hutan Desa Pemandang,mineral,Pembinaan,0.692705,100.3484401,199.33,9.42,Belum,-,-,Oon Rexno,29/09/2021 08:56,200000,5581.3,-,Chave et al (2014),media/1632880710553.jpg,media/1632880718958.jpg,media/1632880726257.jpg,media/1632880734274.jpg,
7,RK0150PMD,Jao boncah,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,46,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6926519,100.3483333,199.85,9.43,Belum,-,-,Oon Rexno,29/09/2021 09:02,200000,6965.15,-,Brown (1997),media/1632881101595.jpg,media/1632881109846.jpg,media/1632881119699.jpg,media/1632881126843.jpg,
8,RK0151PMD,Tempunik,Artocarpus nitidus,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6929724,100.3485427,199.14,9.39,Belum,-,-,Oon Rexno,29/09/2021 09:08,200000,2712.58,-,Chave et al (2014),media/1632881530086.jpg,media/1632881539364.jpg,media/1632881547402.jpg,media/1632881556384.jpg,
9,RK0152PMD,Tempinis,Sloetia elongata,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,12,Hutan Desa Pemandang,mineral,Pembinaan,0.6935631,100.3477697,208.19,9.37,Belum,-,-,Oon Rexno,29/09/2021 09:32,200000,2304.12,-,Chave et al (2014),media/1632882924594.jpg,media/1632882933164.jpg,media/1632882940799.jpg,media/1632882948307.jpg,
10,RK0153PMD,Damar laut,Shorea spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6934093,100.3474126,205.56,9.4,Belum,-,-,Oon Rexno,29/09/2021 09:39,200000,3518.35,-,Chave et al (2014),media/1632883341547.jpg,media/1632883352136.jpg,media/1632883360600.jpg,media/1632883368238.jpg,
11,RK0154PMD,Sijangkang,Adinandra polyneura,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6932121,100.3474482,204.54,9.42,Belum,-,-,Oon Rexno,29/09/2021 09:44,200000,2412.87,-,Chave et al (2014),media/1632883641896.jpg,media/1632883650648.jpg,media/1632883659006.jpg,media/1632883666350.jpg,
12,RK0155PMD,Damar laut,Shorea spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,67,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6931433,100.347522,212.29,9.42,Belum,-,-,Satria,29/09/2021 09:49,200000,5552.93,-,Chave et al (2014),media/1632884022178.jpg,media/1632884037058.jpg,media/1632884050482.jpg,media/1632884060049.jpg,
13,RK0156PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6930283,100.3475143,200.91,9.44,Belum,-,-,Oon Rexno,29/09/2021 09:56,200000,6588.42,-,Brown (1997),media/1632884586168.jpg,media/1632884597128.jpg,media/1632884605215.jpg,media/1632884613336.jpg,
14,RK0157PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6931183,100.34752,212.59,9.43,Belum,-,-,Oon Rexno,29/09/2021 09:59,200000,2795.69,-,Chave et al (2014),media/1632884780228.jpg,media/1632884788855.jpg,media/1632884796659.jpg,media/1632884803408.jpg,
15,RK0158PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6932467,100.34738,214.29,9.42,Belum,-,-,Oon Rexno,29/09/2021 10:06,200000,2248.56,-,Chave et al (2014),media/1632885093454.jpg,media/1632885102416.jpg,media/1632885110611.jpg,media/1632885118448.jpg,
16,RK0159PMD,Kayu rasok,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,54,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6933156,100.3473681,213.67,9.41,Belum,-,-,Oon Rexno,29/09/2021 10:14,200000,10449.84,-,Brown (1997),media/1632885521308.jpg,media/1632885531263.jpg,media/1632885540173.jpg,media/1632885548441.jpg,
17,RK0160PMD,Tempinis,Sloetia elongata,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,18,Hutan Desa Pemandang,mineral,Pembinaan,0.6932273,100.3472502,200.06,9.43,Belum,-,-,Oon Rexno,29/09/2021 10:16,200000,4441.92,-,Chave et al (2014),media/1632885858492.jpg,media/1632885867282.jpg,media/1632885876655.jpg,media/1632885884963.jpg,
18,RK0161PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6931733,100.3471967,203.2,9.44,Belum,-,-,Satria,29/09/2021 10:26,200000,7757,-,Brown (1997),media/1632886182350.jpg,media/1632886190903.jpg,media/1632886200864.jpg,media/1632886209393.jpg,
19,RK0162PMD,Kembang semangkok,Scaphium macropodum,Pohon Dewasa,icon/mature_tree.svg,Least Concern,67,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6931153,100.3470379,203.66,9.45,Belum,-,-,Oon Rexno,29/09/2021 10:32,200000,10774.55,-,Chave et al (2014),media/1632886529839.jpg,media/1632886539211.jpg,media/1632886547696.jpg,media/1632886555749.jpg,
20,RK0163PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,46,12,Hutan Desa Pemandang,mineral,Pembinaan,0.6937241,100.3470459,215.45,9.39,Belum,-,-,Oon Rexno,29/09/2021 10:51,200000,1716.2,-,Chave et al (2014),media/1632887658990.jpg,media/1632887668762.jpg,media/1632887677394.jpg,media/1632887686388.jpg,
21,RK0164PMD,Plajau,Pentaspadon motleyi,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6936462,100.3471652,220.77,9.39,Belum,-,-,Satria,29/09/2021 10:56,200000,2414.72,-,Chave et al (2014),media/1632888075925.jpg,media/1632888084846.jpg,media/1632888094854.jpg,media/1632888103078.jpg,
22,RK0165PMD,Mempening,Quercus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,40,20,Hutan Desa Pemandang,mineral,Pembinaan,0.693721,100.3471083,229.21,9.39,Belum,-,-,Oon Rexno,29/09/2021 10:57,200000,2913.87,-,Chave et al (2014),media/1632888257791.jpg,media/1632888265578.jpg,media/1632888273542.jpg,media/1632888281216.jpg,
23,RK0003PMD,Pieh,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,60,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6929267,100.3489647,222.64,9.37,Belum,-,-,Rahmad,28/09/2021 08:40,200000,13641.94,-,Brown (1997),media/1632793365470.jpg,media/1632793376101.jpg,media/1632793396617.jpg,media/1632793402468.jpg,
24,RK0002PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,50,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6930766,100.348971,260.6,9.36,Belum,-,-,Oon Rexno,28/09/2021 08:36,200000,2625.02,-,Chave et al (2014),media/1632793176881.jpg,media/1632793194512.jpg,media/1632793215475.jpg,media/1632793249612.jpg,
25,RK0004PMD,Sendok sendok,Endospermum spp,Pohon Muda,icon/young_tree.svg,Not Define,37,14,Hutan Desa Pemandang,mineral,Pembinaan,0.6932609,100.349079,192.05,9.34,Belum,-,-,Oon Rexno,28/09/2021 08:48,50000,979.37,-,Chave et al (2014),media/1632794108135.jpg,media/1632794128224.jpg,media/1632794170777.jpg,media/1632794176754.jpg,
26,RK0006PMD,Kolek,Syzygium sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,89,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6933983,100.3491229,217.28,9.32,Belum,-,-,Oon Rexno,28/09/2021 09:04,200000,16361.74,-,Chave et al (2014),media/1632794878272.jpg,media/1632794888592.jpg,media/1632794897926.jpg,media/1632794907902.jpg,
27,RK0008PMD,Gelumpang,Sterculia foetida,Pohon Dewasa,icon/mature_tree.svg,Not Define,50,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6933679,100.3491912,203.25,9.32,Belum,-,-,Oon Rexno,28/09/2021 09:13,200000,3773.19,-,Chave et al (2014),media/1632795575598.jpg,media/1632795581847.jpg,media/1632795588486.jpg,media/1632795594122.jpg,
28,RK0010PMD,Sitik layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,56,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6935971,100.3493383,222.31,9.29,Belum,-,-,Oon Rexno,28/09/2021 09:24,200000,11456.95,-,Brown (1997),media/1632796223489.jpg,media/1632796210231.jpg,media/1632796238628.jpg,media/1632796244042.jpg,
29,RK0012PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6934076,100.3493284,217.26,9.31,Belum,-,-,Oon Rexno,28/09/2021 09:34,200000,3072.64,-,Chave et al (2014),media/1632796663174.jpg,media/1632796671046.jpg,media/1632796683739.jpg,media/1632796690983.jpg,
30,RK0014PMD,Keranji,Dialium spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,59,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6937623,100.3493261,242.82,9.27,Belum,-,-,Oon Rexno,28/09/2021 09:43,200000,9310.33,-,Chave et al (2014),media/1632797300263.jpg,media/1632797309775.jpg,media/1632797323934.jpg,media/1632797332135.jpg,
31,RK0016PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6937486,100.349,212.88,9.29,Belum,-,-,Oon Rexno,28/09/2021 09:54,200000,4371.03,-,Chave et al (2014),media/1632797848716.jpg,media/1632797856053.jpg,media/1632797866551.jpg,media/1632797872258.jpg,
32,RK0018PMD,Keranji,Dialium spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,41,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6937718,100.3490049,181.65,9.29,Belum,-,-,Oon Rexno,28/09/2021 10:03,200000,2779.02,-,Chave et al (2014),media/1632798500039.jpg,media/1632798507402.jpg,media/1632798515660.jpg,media/1632798520901.jpg,
33,RK0020PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,71,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6938516,100.3488671,217.88,9.29,Belum,-,-,Oon Rexno,28/09/2021 10:11,200000,12718.91,-,Chave et al (2014),media/1632798962829.jpg,media/1632798969518.jpg,media/1632798977824.jpg,media/1632798983641.jpg,
34,RK0022PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,75,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6935031,100.348848,204.05,9.32,Belum,-,-,Satria,28/09/2021 10:23,200000,11847.65,-,Chave et al (2014),media/1632799658000.jpg,media/1632799663848.jpg,media/1632799669311.jpg,media/1632799674066.jpg,
35,RK0024PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,61,23,Hutan Desa Pemandang,mineral,Pembinaan,0.6936702,100.348605,222.77,9.32,Belum,-,-,Satria,28/09/2021 10:36,200000,7296.82,-,Chave et al (2014),media/1632800328919.jpg,media/1632800334059.jpg,media/1632800337807.jpg,media/1632800342618.jpg,
36,RK0026PMD,Mempening,Quercus sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,41,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6935943,100.3486518,218.52,9.32,Belum,-,-,Satria,28/09/2021 10:40,200000,2309.21,-,Chave et al (2014),media/1632800509922.jpg,media/1632800514947.jpg,media/1632800520551.jpg,media/1632800525044.jpg,
37,RK0028PMD,Jengkol,Pithecollobium lobatum,Pohon Dewasa,icon/mature_tree.svg,Not Define,45,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6935225,100.3485157,204.31,9.34,Belum,-,-,Satria,28/09/2021 10:48,200000,2403.28,-,Chave et al (2014),media/1632801410732.jpg,media/1632801419194.jpg,media/1632801423915.jpg,media/1632801428470.jpg,
38,RK0030PMD,Selusuh,-,Pohon Muda,icon/young_tree.svg,Not Define,30,15,Hutan Desa Pemandang,mineral,Pembinaan,0.693487,100.3485267,208.89,9.34,Belum,-,-,Satria,28/09/2021 10:50,50000,2361.95,-,Brown (1997),media/1632801684162.jpg,media/1632801692913.jpg,media/1632801702627.jpg,media/1632801708663.jpg,
39,RK0032PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,48,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6934756,100.3485759,197.62,9.34,Belum,-,-,Satria,28/09/2021 10:52,200000,7757,-,Brown (1997),media/1632801985375.jpg,media/1632801997731.jpg,media/1632802002737.jpg,media/1632802007135.jpg,
40,RK0034PMD,Giam,Cotylelobium spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,65,30,Hutan Desa Pemandang,mineral,Pembinaan,0.6934353,100.3485306,209.4,9.35,Belum,-,-,Satria,28/09/2021 10:54,200000,9876.35,-,Chave et al (2014),media/1632802274893.jpg,media/1632802281503.jpg,media/1632802295532.jpg,media/1632802302565.jpg,
41,RK0036PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,93,23,Hutan Desa Pemandang,mineral,Pembinaan,0.6932838,100.3483125,210.54,9.37,Belum,-,-,Oon Rexno,28/09/2021 11:18,200000,12797.01,-,Chave et al (2014),media/1632803040765.jpg,media/1632803065612.jpg,media/1632803086939.jpg,media/1632803079867.jpg,
42,RK0038PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,42,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6932421,100.3481778,199.39,9.38,Belum,-,-,Oon Rexno,28/09/2021 11:29,200000,2365.76,-,Chave et al (2014),media/1632803648223.jpg,media/1632803666120.jpg,media/1632803672243.jpg,media/1632803676309.jpg,
43,RK0040PMD,Soyiek layang,-,Pohon Dewasa,icon/mature_tree.svg,Not Define,42,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6934091,100.3482908,219.94,9.36,Belum,-,-,Satria,28/09/2021 11:40,200000,5533.17,-,Brown (1997),media/1632803989371.jpg,media/1632803994907.jpg,media/1632804008732.jpg,media/1632804019429.jpg,
44,RK0042PMD,Meranti,Shorea sp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,53,25,Hutan Desa Pemandang,mineral,Pembinaan,0.693398,100.348311,214.78,9.36,Belum,-,-,Oon Rexno,28/09/2021 11:42,200000,4842.33,-,Chave et al (2014),media/1632804301374.jpg,media/1632804306077.jpg,media/1632804311453.jpg,media/1632804316695.jpg,
45,RK0044PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,57,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6932102,100.3481083,207.52,9.39,Belum,-,-,Oon Rexno,28/09/2021 11:53,200000,5576.94,-,Chave et al (2014),media/1632805058778.jpg,media/1632805063856.jpg,media/1632805068591.jpg,media/1632805072959.jpg,
46,RK0046PMD,Petatal,Ochanostachys amentacea,Pohon Dewasa,icon/mature_tree.svg,Not Define,52,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6932878,100.3482499,194.27,9.37,Belum,-,-,Oon Rexno,28/09/2021 13:27,200000,5423.08,-,Chave et al (2014),media/1632810628008.jpg,media/1632810633630.jpg,media/1632810638640.jpg,media/1632810643680.jpg,
47,RK0048PMD,Resak,Vatica spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,65,28,Hutan Desa Pemandang,mineral,Pembinaan,0.6936207,100.3480144,208.36,9.35,Belum,-,-,Oon Rexno,28/09/2021 13:35,200000,10732.29,-,Chave et al (2014),media/1632811201330.jpg,media/1632811206784.jpg,media/1632811213243.jpg,media/1632811217597.jpg,
48,RK0050PMD,Medang,Cinnamomum spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,47,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6936931,100.3478792,201.81,9.35,Belum,-,-,Oon Rexno,28/09/2021 13:44,200000,2511.37,-,Chave et al (2014),media/1632811633334.jpg,media/1632811638631.jpg,media/1632811643387.jpg,media/1632811648342.jpg,
49,RK0052PMD,Darah darah,Myristica spp,Pohon Dewasa,icon/mature_tree.svg,Least Concern,41,15,Hutan Desa Pemandang,mineral,Pembinaan,0.6937255,100.3479365,196.25,9.35,Belum,-,-,Satria,28/09/2021 13:49,200000,1559.27,-,Chave et al (2014),media/1632811981578.jpg,media/1632811986443.jpg,media/1632811990865.jpg,media/1632811994840.jpg,
50,RK0054PMD,Kelat,Eugenia spp.,Pohon Dewasa,icon/mature_tree.svg,Not Define,53,20,Hutan Desa Pemandang,mineral,Pembinaan,0.6936813,100.3478961,208.79,9.35,Belum,-,-,Oon Rexno,28/09/2021 13:59,200000,4838.55,-,Chave et al (2014),media/1632812353838.jpg,media/1632812358473.jpg,media/1632812366734.jpg,media/1632812371469.jpg,
51,RK0056PMD,Lalan,Santiria laevigata,Pohon Dewasa,icon/mature_tree.svg,Least Concern,51,25,Hutan Desa Pemandang,mineral,Pembinaan,0.6937812,100.3479924,201.28,9.34,Belum,-,-,Oon Rexno,28/09/2021 14:03,200000,4296.85,-,Chave et al (2014),media/1632812763126.jpg,media/1632812768069.jpg,media/1632812772874.jpg,media/1632812777212.jpg,
